year,complaint_description,average_resolution_time
2018,Sign - New,29.635756676557858
2018,Sign - Traffic Sign Emergency,31.909586056644876
2018,Sign - School Zone Sign Maintenance,33.884057971014492
2018,School Issues - Crossing Guards,34.566037735849058
2018,Speed Limit - Changes/Signs,35.346153846153847
2018,Loose Animal Not Dog,40.897119341563787
2018,Found Animal Report - Keep,43.67425569176882
2018,Road Markings/Striping - Maintenance,44.403225806451623
2018,Aquatics Hotline Inquiry,47.234782608695646
2018,Bicycle Issues,47.896284829721367
2018,Public Health - Graffiti Abatement,48.485809682804678
2018,Coyote Complaints,50.591414944356117
2018,AFD - Wildfire Concern / Presentation,54.171428571428571
2018,ARR Missed Recycling,63.295529552955308
2018,Animal Roadside Sales,67.2051282051282
2018,Standing Water,73.76
2018,Water Waste Report,78.15267175572518
2018,Ditch/Driveway Pipe Services,106.15942028985506
2018,Water Theft Report,144.08823529411768
2018,Channels/Creeks/Drainage Easement,148.13260530421218
2018,Flooding  Current (Non-Emergency),153.55389221556888
2018,EV PIE Station Issues,153.66666666666666
2018,Flooding - Past,157.64166666666665
2018,Town Lake Debris Issues,169.4
2018,Lost Item in Storm Drainage System,170.27298050139277
2018,Pothole Repair,177.38466165413533
2018,Debris in Street,180.15781487101668
2018,Creek & Pond Vegetation Control,182.1165644171779
2018,Fence/Wall Repair,184.66666666666666
2018,Storm Drain Pipe Services,187.76363636363635
2018,Roadway Spillage,189.23684210526315
2018,Road Sanding Request,191.0
2018,Tree Issue ROW,192.49696794686693
2018,Mowing Medians,192.75379939209725
2018,Alley & Unpaved Street Maintenance,195.60060975609755
2018,Sidewalk Repair,199.48521739130436
2018,Guardrail Repair,201.0
2018,Bridge Repair,204.86
2018,Pavement Failure,207.22442244224425
2018,Curb/Gutter Repair,213.16
2018,Guardrail New/Repair,217.46601941747571
2018,Obstruction in ROW,219.18084153983884
2018,Street Resurfacing,243.33333333333331
2018,Neighborhood Home Programs,387.70588235294116
2018,Ordinance Single-Use Carryout Bags,390.5
2018,AW - Water Waste Report,548.28350515463922
2018,AW - Water Conservation Violation,1343.727923627685
2018,APD - Vehicle Abatement Report,1382.9565217391303
2018,Pet Resource Center - Assistance Request,1485.0
2018,Animal Protection - Found Animal Assistance,1548.0
2018,Animal Protection - Animal In Vehicle,1670.0
2018,Animal Protection - Dangerous Dog Complaint,1821.0
2018,Animal Protection - Animal Bite,1864.6666666666667
2018,Animal Protection - Assistance Request,1877.3333333333333
2018,Animal Protection - Injured/Sick Animal,1885.3333333333335
2018,Animal Protection - Animal Proper Care,1911.2
2018,Animal Protection - Loose Dog,1912.2941176470588
2018,Animal Protection - Wildlife Exposure,1943.0
2018,Animal Protection - Coyote Complaints,1975.0
2019,Austin Code - Construction Rest Break Complaint,0.0
2019,Austin Code - Signs/Billboards,0.0054054054054054048
2019,Austin Code - Request Code Officer,0.0072821008538746634
2019,Austin Code - Short Term Rental Complaint SR,0.012994194083494609
2019,Lane/Road Closure Notification,0.021719457013574681
2019,Loud Commercial Music,0.41649782923299561
2019,EV PIP Residential Rebate,0.50000000000000011
2019,ARR Dead Animal Collection,0.53735955056179774
2019,Traffic Calming,0.5588865096359743
2019,Parking Violation Enforcement,0.68930390492359928
2019,Traffic Signal - Dig Tess Request,0.83614232209737849
2019,Street Lights New,0.92507204610951022
2019,Parking Permit- ROW,1.1904761904761905
2019,Filming Permit - ROW,1.2857142857142858
2019,Austin Code - Short Term Rental (STR) Appointment,1.3260869565217392
2019,ARR Missed Yard Trimmings/Compost,1.380279739648248
2019,Public Health - Environmental Services - County,1.4482758620689655
2019,Vendor Permit - ROW,1.5652173913043477
2019,Sign - Traffic Sign Emergency,1.6404077849860983
2019,Shared Micromobility,1.6451612903225807
2019,Public Health - Environmental Services - City,1.729776247848537
2019,Parking Machine Issue,1.7339682539682542
2019,ARR Missed Recycling,1.8380232395352092
2019,Dockless Mobility,1.8958888465930721
2019,WPD - Flooding Current,2.0
2019,Found Animal Report - Keep,2.0344403444034445
2019,Construction/Permitting- ROW,2.1363636363636367
2019,Newspaper Rack- ROW,2.285714285714286
2019,ARR Brush and Bulk,2.9837398373983737
2019,Valet Permit - ROW,3.0
2019,Sign - Parking Sign Maintenance,3.629107981220657
2019,Traffic Signal - Maintenance,4.1142964918898519
2019,Sign - Traffic Sign Maintenance,4.1743119266055047
2019,Residential Parking Permit Enforcement,4.1851851851851869
2019,Utility Coordination - ROW,5.0
2019,ARR Street Sweeping,5.4117647058823515
2019,Park Maintenance - Cemeteries,6.129032258064516
2019,Park Maintenance - Building Electrical Issues,6.2068965517241379
2019,ATD - Booting Complaint,6.2500000000000018
2019,Construction items in ROW,6.5555555555555554
2019,Park Maintenance - Grounds,6.6377345844504028
2019,Street Light Issue- Address,6.6849292530437658
2019,Park Maintenance - Grounds Plumbing Issues,6.8744075829383879
2019,Sign - School Zone Sign Maintenance,7.0131578947368425
2019,Construction Items in ROW,7.57930449533503
2019,Park Maintenance - Grounds Electrical Issues,7.5878378378378377
2019,Park Maintenance - Building Plumbing Issues,7.6153846153846159
2019,Park Maintenance - Building A/C & Heating Issues,7.6385542168674707
2019,Park Maintenance - Building Issues,7.7900000000000009
2019,Park Maintenance - Pool Issues,7.8388059701492541
2019,Mowing City Parks,8.1619433198380573
2019,Concerns in the ROW,8.1873920552677042
2019,Aquatics Hotline Inquiry,8.208955223880599
2019,WPD - Flooding Past,9.0
2019,Water Theft Report,9.8103448275862064
2019,School Zone Flasher - Timing/Maintenance,10.378973105134474
2019,Street Light Issue- Multiple poles/multiple streets,10.577854671280278
2019,Sign - Street Name,11.010964912280702
2019,View Obstruction at Intersection,11.619565217391306
2019,Coyote Complaints,14.450931677018634
2019,Animal Roadside Sales,14.777777777777779
2019,EV PIE Station Issues,15.545454545454545
2019,AW - Water Theft Report,16.071428571428573
2019,Animal In Vehicle,16.847058823529412
2019,AW - Water Waste Report,17.307291666666664
2019,Injured / Sick Animal,17.837172218284906
2019,Wildlife Exposure,18.267774086378736
2019,Sidewalk/Curb Ramp/Route - NEW,18.742603550295861
2019,Traffic Engineering - General,19.265486725663717
2019,Found Animal - Pick Up,19.730030333670374
2019,Loose Dog,19.740244612696561
2019,Animal - Proper Care,21.676333505955466
2019,Animal Trapped in Storm Drain,22.15
2019,Animal Bite,22.220578345662407
2019,Road Markings/Striping - New,23.078378378378378
2019,Dangerous/Vicious Dog Investigation,23.288590604026844
2019,Loose Animal Not Dog,23.382716049382715
2019,Animal Control - Assistance Request,23.722396129766651
2019,Traffic Signal - New/Change,24.892672858617129
2019,Public Health - Graffiti Abatement,24.919141323792484
2019,School Zone - New/Review/Changes,27.687500000000004
2019,Water Waste Report,28.199625117150887
2019,School Issues - Crossing Guards,28.222222222222225
2019,Sign - New,28.226979472140766
2019,Bicycle Issues,28.838056680161941
2019,Speed Limit - Changes/Signs,29.717948717948726
2019,Standing Water,66.4
2019,Road Markings/Striping - Maintenance,76.417033773861974
2019,Ditch/Driveway Pipe Services,81.792682926829272
2019,Town Lake Debris Issues,87.125
2019,Flooding - Past,89.166666666666657
2019,Channels/Creeks/Drainage Easement,105.41575492341354
2019,Neighborhood Home Programs,109.10909090909091
2019,AFD - Wildfire Concern / Presentation,119.45945945945945
2019,Creek & Pond Vegetation Control,120.20963855421687
2019,Mowing Medians,128.50694444444443
2019,Storm Drain Pipe Services,128.52054794520546
2019,Roadway Spillage,129.09756097560975
2019,Debris in Street,132.22548659566655
2019,Flooding  Current (Non-Emergency),134.14619883040933
2019,Pothole Repair,134.57556109725681
2019,Sidewalk Repair,146.80936675461743
2019,Lost Item in Storm Drainage System,158.06467661691539
2019,Pavement Failure,159.87200832466183
2019,Curb/Gutter Repair,160.03030303030303
2019,Guardrail New/Repair,167.03571428571431
2019,Tree Issue ROW,170.03988216632675
2019,Obstruction in ROW,180.08197747183979
2019,Bridge Repair,185.40000000000003
2019,Fence/Wall Repair,201.09090909090907
2019,Alley & Unpaved Street Maintenance,212.1141649048626
2019,Street Resurfacing,225.89097744360902
2019,APD - Vehicle Abatement Callback Request,992.33333333333337
2019,APD - Vehicle Abatement Report,1033.6451612903227
2019,AW - Water Conservation Violation,1045.1122994652405
2019,Pet Resource Center - Assistance Request,1157.5714285714287
2019,Animal Protection - Coyote Complaints,1321.0
2019,Animal Protection - Found Animal Assistance,1434.5
2019,Animal Protection - Animal Proper Care,1449.5
2019,Animal Protection - Dangerous Dog Complaint,1471.0
2019,Animal Protection - Assistance Request,1481.5454545454547
2019,Animal Protection - Loose Animal Not Dog,1502.0
2019,Animal Protection - Injured/Sick Animal,1506.0
2019,Animal Protection - Wildlife Exposure,1508.0
2019,Animal Protection - Loose Dog,1539.0
2019,Animal Protection - Animal Bite,1590.0
2019,CPIO - Community Voices,1616.3333333333333
2020,ZZ Community Connections - Coronavirus,0.0
2020,Traffic Calming,0.0
2020,Austin Code - Short Term Rental (STR) Appointment,0.0
2020,HSEM Heat Advisory,0.0
2020,Austin Code - Short Term Rental Complaint SR,0.0022624434389140269
2020,Austin Code - Signs/Billboards,0.0054347826086956529
2020,Lane/Road Closure Notification,0.0091397849462365611
2020,Austin Code - Construction Rest Break Complaint,0.078431372549019579
2020,Austin Code - Request Code Officer,0.087474431476356626
2020,ARR Dead Animal Collection,0.35423100679431752
2020,Park Maintenance - Cemeteries,0.391304347826087
2020,EV PIE Station Issues,0.4
2020,Loud Commercial Music,0.48263433813892542
2020,Park Maintenance - Grounds,0.50486405587428285
2020,Traffic Signal - Dig Tess Request,0.51369863013698625
2020,Park Maintenance - Building Plumbing Issues,0.55555555555555558
2020,Park Maintenance - Grounds Plumbing Issues,0.56927710843373491
2020,Park Maintenance - Grounds Electrical Issues,0.58974358974358976
2020,Park Maintenance - Building Issues,0.60377358490566035
2020,Park Maintenance - Pool Issues,0.65517241379310354
2020,Park Maintenance - Building Electrical Issues,0.78947368421052633
2020,Park Maintenance - Building A/C & Heating Issues,0.83333333333333326
2020,Austin Code - Coronavirus,0.898360655737705
2020,Newspaper Rack- ROW,0.92307692307692313
2020,Parking Violation Enforcement,1.0068068068068066
2020,Filming Permit - ROW,1.1333333333333335
2020,Community Connections - Coronavirus,1.1841477949940402
2020,Sign - Traffic Sign Emergency,1.2717391304347825
2020,ARR Missed Yard Trimmings/Compost,1.2988083164300204
2020,Parking Permit- ROW,1.4666666666666663
2020,Found Animal Report - Keep,1.5876089060987415
2020,Sign - Parking Sign Maintenance,1.6967930029154519
2020,Valet Permit - ROW,1.8
2020,Street Lights New,1.8350168350168348
2020,ARR Brush and Bulk,1.8939256572982774
2020,Construction/Permitting- ROW,1.9999999999999996
2020,Mowing City Parks,2.0190114068441063
2020,Sign - Traffic Sign Maintenance,2.054555084745763
2020,ARR Street Sweeping,2.1649484536082473
2020,ARR Missed Recycling,2.2577112203844432
2020,Public Health - Environmental Services - City,2.6136738056013185
2020,Parking Machine Issue,2.6865671641791042
2020,Traffic Signal - Maintenance,2.9662288930581613
2020,Shared Micromobility,3.2255508789304281
2020,School Zone Flasher - Timing/Maintenance,3.628834355828221
2020,ATD - Booting Complaint,3.6888888888888896
2020,Vendor Permit - ROW,4.0000000000000009
2020,Concerns in the ROW,4.409448818897638
2020,Sign - School Zone Sign Maintenance,4.583333333333333
2020,Construction Items in ROW,4.5882978723404255
2020,AW - Water Waste Report,5.2069754145225842
2020,Sign - Street Name,6.236
2020,Wildlife Exposure,8.1479853479853475
2020,Animal - Proper Care,8.5499390986601718
2020,Found Animal - Pick Up,8.828880407124684
2020,Street Light Issue- Address,9.51456489675516
2020,View Obstruction at Intersection,9.8482142857142847
2020,Street Light Issue- Multiple poles/multiple streets,10.571428571428571
2020,Public Health - Environmental Services - County,10.610169491525426
2020,Loose Dog,11.124409023368905
2020,School Issues - Crossing Guards,11.428571428571427
2020,Traffic Signal - New/Change,11.642857142857142
2020,Animal Control - Assistance Request,11.699206734660839
2020,Animal Trapped in Storm Drain,12.484848484848486
2020,Injured / Sick Animal,12.646345305608065
2020,AFD - Wildfire Concern / Presentation,12.740740740740744
2020,Emergency Vehicle Preemption Device,13.5
2020,Neighborhood Home Programs,13.618421052631579
2020,Animal In Vehicle,13.659235668789808
2020,School Zone - New/Review/Changes,14.172413793103448
2020,Animal Bite,15.41287613715885
2020,Loose Animal Not Dog,15.757452574525745
2020,Traffic Engineering - General,17.360341151385924
2020,Dangerous/Vicious Dog Investigation,17.373250388802489
2020,Coyote Complaints,18.09912536443149
2020,Sidewalk/Curb Ramp/Route - NEW,21.074509803921568
2020,Aquatics Hotline Inquiry,21.545454545454543
2020,Sign - New,22.0473321858864
2020,Road Markings/Striping - New,22.617647058823529
2020,Speed Management,22.784883720930232
2020,Speed Limit - Changes/Signs,25.258928571428566
2020,AW - Water Theft Report,32.283018867924525
2020,Public Health - Graffiti Abatement,45.394147398843934
2020,Animal Roadside Sales,49.117647058823536
2020,Residential Parking Permit Enforcement,53.291666666666657
2020,Standing Water,77.622377622377613
2020,Road Markings/Striping - Maintenance,80.2251655629139
2020,Bicycle Issues,81.666666666666686
2020,Flooding  Current (Non-Emergency),83.070640176600449
2020,Lost Item in Storm Drainage System,111.66123778501628
2020,Storm Drain Pipe Services,119.22807017543859
2020,Flooding - Past,121.46448087431693
2020,Town Lake Debris Issues,137.33333333333331
2020,Ditch/Driveway Pipe Services,139.81333333333333
2020,Channels/Creeks/Drainage Easement,148.50661241098678
2020,Creek & Pond Vegetation Control,162.01459854014593
2020,Roadway Spillage,162.81355932203391
2020,Pothole Repair,172.08590761988816
2020,Debris in Street,172.93026101141922
2020,SBO - Pavement Failure,180.0
2020,Sidewalk Repair,180.86466165413535
2020,WPD - Flooding Current,181.0
2020,ZZ - Tree Issue ROW,181.0
2020,WPD - Flooding Past,182.0
2020,Fence/Wall Repair,182.71428571428572
2020,Pavement Failure,188.80376028202116
2020,Bridge Repair,190.23333333333335
2020,Mowing Medians,190.4301075268817
2020,Tree Issue ROW,196.5948446794448
2020,Alley & Unpaved Street Maintenance,205.21194029850744
2020,Guardrail New/Repair,208.65
2020,Curb/Gutter Repair,214.32768361581924
2020,Street Resurfacing,218.84831460674158
2020,Obstruction in ROW,225.97953736654804
2020,Flooding Current (Non-Emergency),233.08333333333331
2020,WPD - Erosion,235.0
2020,WPD - Channels/Creek/Drainage Issues,273.0
2020,ARR - On Call Bulk,498.0
2020,APD - Non Emergency Collision,532.0
2020,ATD - Special Event,532.0
2020,Pet Resource Center - Assistance Request,600.625
2020,AW - Water Conservation Violation,602.70400000000006
2020,AFD - Wildfire Education,614.69999999999993
2020,APD - Vehicle Abatement Callback Request,637.94444444444446
2020,APD - Vehicle Abatement Report,682.88888888888891
2020,APH - Graffiti Abatement - Public Property,703.51778656126487
2020,Animal Protection - Found Animal Assistance,1012.4285714285713
2020,Animal Protection - Coyote Complaints,1033.5
2020,Animal Protection - Wildlife Exposure,1040.5
2020,Animal Protection - Dangerous Dog Complaint,1052.5
2020,Animal Protection - Animal Proper Care,1057.6666666666667
2020,Animal Protection - Injured/Sick Animal,1129.1538461538462
2020,Animal Protection - Animal Bite,1180.8333333333333
2020,Animal Protection - Assistance Request,1202.2222222222222
2020,Animal Protection - Loose Dog,1235.0769230769231
2020,CPIO - Community Voices,1264.3888888888889
2021,Lane/Road Closure Notification,0.0
2021,HSEM Heat Advisory,0.0
2021,ZZZ - DO NOT USE - ERM - Harmful Algae,0.0
2021,DSD - Request Code Officer,0.0
2021,SBO - Pothole Repair,0.0
2021,CPIO - Community Engagement Project Feedback,0.0
2021,Public Health - Environmental Services - County,0.40740740740740744
2021,Loud Commercial Music,0.44699431356620639
2021,Traffic Signal - Dig Tess Request,0.46441605839416067
2021,Valet Permit - ROW,0.5
2021,Austin Code - Construction Rest Break Complaint,0.6
2021,HPD - Neighborhood Home Programs,0.66666666666666674
2021,Animal Roadside Sales,0.73076923076923062
2021,Mowing City Parks,0.768421052631579
2021,Park Maintenance - Pool Issues,0.76923076923076916
2021,ARR Dead Animal Collection,0.77929403202328962
2021,ATD - Parking Violation Enforcement,0.92553191489361686
2021,Park Maintenance - Grounds Plumbing Issues,1.0303030303030303
2021,Park Maintenance - Grounds Electrical Issues,1.0631229235880397
2021,Park Maintenance - Grounds,1.285286232455449
2021,Filming Permit - ROW,1.375
2021,Animal In Vehicle,1.4215116279069768
2021,Construction/Permitting- ROW,1.6346153846153846
2021,Sign - Parking Sign Maintenance,1.7125645438898451
2021,Sign - Traffic Sign Emergency,1.7831168831168833
2021,ATD - Parking Sign Maintenance,1.8642533936651584
2021,Shared Micromobility,1.9231802309965087
2021,Newspaper Rack- ROW,2.0
2021,ARR Missed Yard Trimmings/Compost,2.1839726547664258
2021,ARR Missed Recycling,2.2098871442590782
2021,Vendor Permit - ROW,2.3076923076923075
2021,Park Maintenance - Building A/C & Heating Issues,2.3913043478260869
2021,Parking Permit- ROW,2.5
2021,ARR Street Sweeping,3.0586206896551724
2021,Sign - Traffic Sign Maintenance,3.1228070175438596
2021,Parking Violation Enforcement,3.2699151382425393
2021,AFD - Wildfire Concern / Presentation,3.3428571428571425
2021,Park Maintenance - Cemeteries,3.4782608695652169
2021,AW - Water Waste Report,3.517287831163
2021,ZZZ ARR Brush and Bulk,3.6037735849056607
2021,Parking Machine Issue,3.7902702702702697
2021,Loose Animal Not Dog,3.8176291793313069
2021,Traffic Signal - Maintenance,3.8294963305519265
2021,ATD - Booting Complaint,4.0252100840336142
2021,Sign - School Zone Sign Maintenance,4.0370370370370363
2021,Wildlife Exposure,4.2243713733075436
2021,School Zone Flasher - Timing/Maintenance,4.2398452611218573
2021,Concerns in the ROW,4.38758231420508
2021,ARR Brush and Bulk,4.4943717675692119
2021,ZZZ ARR Missed Recycling,5.0196078431372548
2021,Construction Items in ROW,5.049265341400174
2021,Austin Code - Coronavirus,5.138440860215054
2021,Sign - Street Name,5.3731884057971016
2021,ZZZ ARR Missed Yard Trimmings/Compost,5.6410256410256405
2021,Community Connections - Coronavirus,5.7374031007751949
2021,Neighborhood Home Programs,5.7434210526315788
2021,ATD - Shared Micromobility,5.9025952140208995
2021,Injured / Sick Animal,6.1625747560591755
2021,Austin Code - Signs/Billboards,6.36026936026936
2021,Animal - Proper Care,6.4337294332723944
2021,Aquatics Hotline Inquiry,6.9999999999999991
2021,Corridor Program Office - Corridor Feedback,7.6
2021,311 CRIS - City Vehicle Report,7.6470588235294112
2021,Animal Control - Assistance Request,8.3325610408126884
2021,Found Animal - Pick Up,8.40232945091514
2021,Austin Code - Request Code Officer,8.45523289807055
2021,School Issues - Crossing Guards,8.5185185185185173
2021,Lost Item in Storm Drainage System,8.5211267605633836
2021,Found Animal Report - Keep,8.7265258215962458
2021,Public Health - Environmental Services - City,9.120267260579066
2021,Animal Trapped in Storm Drain,9.9942857142857129
2021,View Obstruction at Intersection,10.131926121372031
2021,Public Health - Graffiti Abatement,10.234226055379027
2021,School Zone - New/Review/Changes,10.583333333333332
2021,Loose Dog,10.586470806073327
2021,Sidewalk/Curb Ramp/Route - NEW,10.996309963099629
2021,Austin Code - Short Term Rental Complaint SR,12.439704209328783
2021,Flooding  Current (Non-Emergency),12.456185567010307
2021,EV PIE Station Issues,13.375
2021,Animal Bite,13.504881450488147
2021,Street Lights New,13.573394495412847
2021,Dangerous/Vicious Dog Investigation,15.650887573964495
2021,Traffic Signal - New/Change,15.67228177641654
2021,Street Light Issue- Address,15.685697808535179
2021,ZZZ ARR Street Sweeping,16.333333333333336
2021,Park Maintenance - Building Issues,16.531645569620252
2021,Street Light Issue- Multiple poles/multiple streets,18.603238866396762
2021,WPD - Ditch/Driveway Pipe Services,19.0
2021,Traffic Engineering - General,19.319875776397517
2021,Park Maintenance - Building Plumbing Issues,21.762430939226519
2021,Sign - New,22.777528089887646
2021,Road Markings/Striping - New,22.931330472103006
2021,Speed Limit - Changes/Signs,26.647058823529409
2021,Speed Management,29.049004594180708
2021,Park Maintenance - Building Electrical Issues,29.904761904761909
2021,Austin Code - Short Term Rental (STR) Appointment,33.666666666666664
2021,Coyote Complaints,35.51306413301662
2021,Flooding Current (Non-Emergency),38.875647668393782
2021,ERM - Harmful Algae,39.230769230769234
2021,ZZZ ARR Dead Animal Collection,43.529411764705884
2021,Road Markings/Striping - Maintenance,52.047080979284374
2021,ATD - Pay-by-Phone App,54.972972972972983
2021,AW - Water Conservation Violation,55.976744186046517
2021,SBO - Sidewalk Repair,63.0
2021,Standing Water,63.6607142857143
2021,Storm Drain Pipe Services,71.285714285714263
2021,Flooding - Past,84.690566037735849
2021,Bicycle Issues,86.515873015873026
2021,Bridge Repair,98.81578947368422
2021,Ditch/Driveway Pipe Services,100.92682926829268
2021,Channels/Creeks/Drainage Easement,104.27358490566037
2021,Creek & Pond Vegetation Control,109.42649006622516
2021,Fence/Wall Repair,110.5
2021,Street Resurfacing,110.69863013698628
2021,Sidewalk Repair,116.96231003039513
2021,Debris in Street,119.62574730968514
2021,Pothole Repair,127.44593622632463
2021,Obstruction in ROW,129.22506393861894
2021,Pavement Failure,131.57788944723615
2021,AW - Water Theft Report,132.1917808219178
2021,Alley & Unpaved Street Maintenance,135.1519337016575
2021,Tree Issue ROW,135.42459222082815
2021,Guardrail New/Repair,139.44961240310076
2021,Roadway Spillage,140.5
2021,Curb/Gutter Repair,148.83783783783784
2021,AFD - Wildfire Education,152.61538461538461
2021,Town Lake Debris Issues,153.31250000000003
2021,Mowing Medians,158.55426356589146
2021,Residential Parking Permit Enforcement,159.25
2021,ARR - General,167.57142857142858
2021,ARR - Property Damage Report,182.0
2021,TARA - Telecommunication Complaint,185.23376623376623
2021,APH - Community Connections Coronavirus,212.0
2021,APD - Non Emergency Collision,231.40476190476193
2021,ATD - Special Event,253.33333333333331
2021,AE Street Light Issue - Address,304.16666666666669
2021,APD - Vehicle Abatement Report,310.68292682926824
2021,APH - Graffiti Abatement - Public Property,326.81194690265488
2021,APD - Vehicle Abatement Callback Request,344.33112582781462
2021,WPD - Watershed Grow Zone Issues,366.0
2021,WPD - Standing Water,386.4
2021,Pet Resource Center - Assistance Request,393.94444444444446
2021,WPD - Channels/Creek/Drainage Issues,416.22807017543863
2021,ZZ Creek &amp; Pond Vegetation Control,422.0
2021,WPD - Drainage Pond Maintenance,424.75409836065575
2021,WPD - Flooding Past,444.66666666666669
2021,ARR - On Call Bulk,445.0
2021,ZZ Creek & Pond Vegetation Control,507.7
2021,Animal Protection - Found Animal Assistance,538.76470588235293
2021,WPD - Flooding Current,546.81818181818187
2021,WPD - Erosion,591.75
2021,ATD - Traffic Signal - New/Modification,654.0
2021,Animal Protection - Dangerous Dog Complaint,668.0
2021,Animal Protection - Loose Dog,684.142857142857
2021,Animal Protection - Assistance Request,701.33333333333326
2021,CPIO - Community Voices,748.625
2021,Animal Protection - Injured/Sick Animal,800.5
2021,Animal Protection - Wildlife Exposure,815.5
2021,Animal Protection - Animal Bite,836.5
2021,Animal Protection - Animal Proper Care,860.42857142857144
2021,Animal Protection - Loose Animal Not Dog,897.0
2021,Animal Protection - Vicious Dog Complaint,918.0
2021,Animal Protection - Animal In Vehicle,1028.0
2022,ZZ ATD - Parking Machine Issue,0.0
2022,ATD - Lane/Road Closure Notification,0.0
2022,Austin Code - Construction Rest Break Complaint,0.0
2022,AFD - Fireworks Complaint,0.0
2022,Austin Code - Short Term Rental (STR) Appointment,0.0
2022,ACD - Construction Rest Break Complaint,0.0
2022,Fence/Wall Repair,0.0
2022,ARR Dead Animal Collection,0.0
2022,ZZ AFD - Fireworks Complaint,0.0
2022,ZZ ARR - On Call Brush,0.0
2022,SBO - Roadway Spillage,0.0
2022,ACD - Request Code Officer,0.0
2022,ZZ CRM - Configuration Test Waheed,0.0
2022,ZZ CRM - Configuration Test Francois,0.0
2022,Lane/Road Closure Notification,0.0017391304347826094
2022,AE - Key Accounts,0.04
2022,ARR - Dead Animal Collection,0.0684138869979578
2022,ACD - Short Term Rental Complaint,0.069767441860465129
2022,Austin Code - Short Term Rental Complaint SR,0.0706521739130435
2022,Austin Code - Signs/Billboards,0.09195402298850576
2022,311 CC - Other,0.11910994764397909
2022,Zz_Loud Commercial Music,0.16401124648547336
2022,Austin Code - Request Code Officer,0.17160274979463011
2022,ATD - Parking Violation Enforcement,0.18149569246362127
2022,DSD - Outdoor Commercial Venue Music Complaint,0.36188271604938277
2022,APD - Non Emergency Hands Free Violation,0.5
2022,Loud Commercial Music,0.52682926829268284
2022,ARR - General,0.5349875930521093
2022,Traffic Signal - Dig Tess Request,0.55308641975308648
2022,APH - Environmental Health Services - County,0.5714285714285714
2022,Animal Trapped in Storm Drain,0.61151079136690656
2022,DSD - Follow-Up,0.71091205211726394
2022,Sign - Traffic Sign Emergency,0.78803418803418812
2022,Animal Roadside Sales,0.8
2022,Lost Item in Storm Drainage System,0.8283261802575107
2022,Community Connections - Coronavirus,0.84873949579831931
2022,ATD - Dig Tess Request,0.85655737704918034
2022,ATD - Traffic Sign Emergency,0.90243902439024382
2022,Sign - School Zone Sign Maintenance,0.94736842105263153
2022,Found Animal Report - Keep,1.082304526748971
2022,ATD - Booting Complaint,1.082926829268293
2022,ACD - Case Updates/Code Connect Messages,1.1013513513513513
2022,Sign - Traffic Sign Maintenance,1.1074120603015076
2022,ATD - School Zone Sign Maintenance,1.1355932203389829
2022,ZZ - AFD - Fireworks Complaint,1.3623978201634876
2022,ATD - Parking Sign Maintenance,1.696188340807175
2022,ATD - Special Event,1.8571428571428572
2022,ATD - Concerns in Right of Way,1.9808000000000003
2022,Flooding Current (Non-Emergency),1.9965986394557824
2022,Valet Permit - ROW,2.0
2022,APH - Environmental Health Services - City,2.0033500837520943
2022,ATD - Shared Micromobility,2.0073105040400154
2022,Parking Machine Issue,2.4069767441860468
2022,ARR - Street Sweeping,2.4683257918552037
2022,Roadway Spillage,2.4893617021276597
2022,Animal In Vehicle,2.5045317220543803
2022,Corridor Program Office - Corridor Feedback,2.5206611570247937
2022,HPD - Neighborhood Home Programs,2.588888888888889
2022,Sidewalk/Curb Ramp/Route - NEW,2.6788321167883207
2022,ARR - Compost,2.730862031147181
2022,Pothole Repair,2.8114006514657977
2022,Found Animal - Pick Up,3.0578715056400205
2022,ZZ ARR - Storm Debris Collection,3.1000000000000005
2022,Sign - Street Name,3.1785714285714279
2022,Debris in Street,3.3372422159320667
2022,DSD - Environmental Complaint,3.4652615144418419
2022,Animal - Proper Care,3.5179185076092288
2022,ARR - Bulk,3.521551724137931
2022,Construction/Permitting- ROW,3.5555555555555554
2022,Standing Water,3.61
2022,Wildlife Exposure,3.610301263362488
2022,Construction Items in ROW,3.6459330143540676
2022,AW - Water Conservation Violation,3.7236954662104371
2022,Injured / Sick Animal,3.8672402159244279
2022,Traffic Signal - Maintenance,3.8711507293354943
2022,WPD - Lost Item in Storm Drainage System,3.8879310344827585
2022,Parking Permit- ROW,4.0
2022,Animal Control - Assistance Request,4.0738268608414252
2022,ARR - Property Damage Report,4.2810810810810818
2022,AFD - Wildfire Education,4.304347826086957
2022,ATD - Parking Machine Issue,4.4124293785310726
2022,Town Lake Debris Issues,4.4285714285714288
2022,Public Health - Environmental Services - City,4.5
2022,School Zone Flasher - Timing/Maintenance,4.6555323590814188
2022,ARR - Recycling,5.1860823607134989
2022,Loose Animal Not Dog,5.1990049751243781
2022,Concerns in the ROW,5.4480519480519476
2022,ATD - Traffic Sign Maintenance,5.7124337065409536
2022,ATD - Construction Items in Right of Way,5.7704918032786887
2022,SBO - New Sidewalk/Curb Ramp/Route,5.78125
2022,ARR - Spillage Trash/Fluids,6.0898203592814379
2022,Pet Resource Center - Assistance Request,6.1276287164612047
2022,Public Health - Graffiti Abatement,6.1414141414141419
2022,Pet Resource Center - Found Pet Report,6.1526315789473678
2022,ARR - Storm Debris Collection,6.25
2022,ATD - Street Name Sign Maintenance,6.2535211267605639
