year,complaint_description,average_resolution_time
2022,Pavement Failure,6.4904371584699465
2022,APH - Community Connections Coronavirus,6.56
2022,Public Health - Environmental Services - County,6.7037037037037059
2022,Ditch/Driveway Pipe Services,6.7600000000000007
2022,311 CRIS - City Vehicle Report,6.9372197309417043
2022,ZZZ - Storm Drain Pipe Services,7.0
2022,Alley & Unpaved Street Maintenance,7.0295202952029525
2022,AE Street Light Issue - No Address,7.065384615384616
2022,Creek & Pond Vegetation Control,7.1899999999999995
2022,ARR - Pet Search,7.2839506172839519
2022,AE Street Light Issue - Address,7.2947088383091927
2022,Flooding - Past,7.481481481481481
2022,ARR - Garbage,7.5051647811116595
2022,Channels/Creeks/Drainage Easement,7.596100278551531
2022,ARR - Brush,7.606958762886598
2022,Loose Dog,7.6615093893941184
2022,School Zone - New/Review/Changes,8.35483870967742
2022,ATD - Bicycle &amp; Pedestrian Issues,8.5161290322580641
2022,Park Maintenance - Cemeteries,8.5348837209302335
2022,AE - Electric Vehicle Station Issues,8.8666666666666654
2022,WPD - Ditch/Driveway Pipe Services,9.4901960784313761
2022,Street Light Issue- Address,9.7165259348612754
2022,ATD - School Zone Beacon - Maintenance,9.7333333333333343
2022,Austin Code - Coronavirus,9.9047619047619051
2022,School Issues - Crossing Guards,10.466666666666667
2022,Sidewalk Repair,10.587657784011222
2022,Bicycle Issues,10.844192634560908
2022,HSEM - Heat Advisory,11.166666666666666
2022,Tree Issue ROW,11.825170489770613
2022,Animal Bite,12.018382352941178
2022,CPIO - Community Engagement Project Feedback,12.5
2022,View Obstruction at Intersection,13.013201320132014
2022,Storm Drain Pipe Services,13.047619047619047
2022,PW - School Issues - Crossing Guards,13.30952380952381
2022,Mowing Medians,13.41212121212121
2022,Animal Services - Contact Request,13.665796344647518
2022,Street Light Issue- Multiple poles/multiple streets,14.739130434782609
2022,Obstruction in ROW,15.156045751633986
2022,WPD - Storm Drain Services,15.666666666666666
2022,Dangerous/Vicious Dog Investigation,16.272727272727273
2022,PW - School Zone - New/Review/Changes,16.407407407407415
2022,ATD - Speed Management,17.612595419847331
2022,APD - Non Emergency Collision,17.623653449461383
2022,WPD - Flooding Current,18.060498220640568
2022,Curb/Gutter Repair,18.074324324324326
2022,Animal Protection - Found Animal Assistance,18.168128654970761
2022,Zzz_Speed Limit - Changes/Signs,18.6
2022,Street Resurfacing,19.044176706827312
2022,Aquatics Hotline Inquiry,19.2
2022,Speed Management,20.017699115044248
2022,Park Maintenance - Grounds,20.066423700916992
2022,Traffic Engineering - General,20.769931662870153
2022,ATD - Pay-by-Phone App,21.418604651162791
2022,Sign - New,21.524262607040914
2022,Traffic Signal - New/Change,22.508538899430739
2022,Park Maintenance - Pool Issues,23.915966386554622
2022,ZZ Park Maintenance - Pool Issues,24.294736842105259
2022,Residential Parking Permit Enforcement,24.46153846153846
2022,PARD - Commercial Use of Parkland,24.481481481481481
2022,Coyote Complaints,24.961625282167045
2022,Park Maintenance - Grounds Electrical Issues,25.755485893416932
2022,WPD - Lady Bird Lake Debris Issues,25.888888888888889
2022,Bridge Repair,25.999999999999996
2022,ARR - On Call Brush,26.333333333333336
2022,Road Markings/Striping - New,26.988636363636363
2022,Speed Limit - Changes/Signs,27.564102564102562
2022,WPD - Channels/Creek/Drainage Issues,27.930902111324375
2022,EV PIE Station Issues,28.0
2022,APD - Vehicle Abatement Report,28.362552327793988
2022,PARD - Aquatic Inquiries/Issues,30.201923076923077
2022,AW - Water Theft Report,30.494845360824741
2022,ZZ Creek &amp; Pond Vegetation Control,30.924999999999997
2022,ATD - Traffic Signal - New/Modification,32.596153846153854
2022,ZZ Mowing City Parks,32.612903225806456
2022,ARR - Special Services,32.966244725738392
2022,Road Markings/Striping - Maintenance,34.090379008746361
2022,WPD - Standing Water,34.863247863247871
2022,WPD - Watershed Grow Zone Issues,35.833333333333329
2022,Park Maintenance - Building Electrical Issues,36.39622641509434
2022,ATD - Road Markings/Striping - New,38.597560975609753
2022,Guardrail New/Repair,39.242187500000007
2022,ERM - Harmful Algae,39.347826086956523
2022,WPD - Flooding Past,40.54999999999999
2022,ATD - Traffic Sign New,41.730870712401057
2022,Park Maintenance - Grounds Plumbing Issues,42.935779816513758
2022,Park Maintenance - Building Plumbing Issues,44.433427762039663
2022,Zz_Traffic Engineering - General,45.695121951219512
2022,Park Maintenance - Building Issues,45.869791666666671
2022,Mowing City Parks,48.208333333333336
2022,ATD - Road Markings/Striping - Maintenance,53.9440203562341
2022,ARR - On Call Bulk,55.9119170984456
2022,Park Maintenance - Building A/C & Heating Issues,56.202020202020194
2022,ATD - Traffic Engineering - General,61.0
2022,WPD - Drainage Pond Maintenance,63.476635514018696
2022,APH - Graffiti Abatement - Public Property,66.562528630325247
2022,APD - Vehicle Abatement Callback Request,69.608030592734224
2022,SBO - Debris in Street,69.75
2022,TARA - Telecommunication Complaint,70.82848837209302
2022,SBO - Pavement Failure,90.75
2022,SBO - Obstruction in Right of Way,91.499999999999986
2022,WPD - Erosion,109.09523809523807
2022,ARR - Household Hazardous Waste,112.5923076923077
2022,SBO - Pothole Repair,121.27272727272728
2022,SBO - Street Resurfacing,161.33333333333334
2022,APD - Non Emergency Noise/Alarm,161.71428571428572
2022,Animal Protection - Coyote Complaints,165.0
2022,SBO - Street and Bridge Miscellaneous,189.77777777777777
2022,Animal Protection - Animal In Vehicle,198.0
2022,ZZ - Tree Issue ROW,236.6
2022,Animal Protection - Dangerous Dog Complaint,250.4
2022,ZZ Creek & Pond Vegetation Control,282.6875
2022,SBO - Sidewalk Repair,294.5
2022,Animal Protection - Assistance Request,352.08333333333337
2022,Animal Protection - Wildlife Exposure,364.75000000000006
2022,SBO - Guardrail New/Repair,376.0
2022,Animal Protection - Loose Dog,376.54285714285714
2022,Animal Protection - Animal Bite,382.15384615384608
2022,Animal Protection - Loose Animal Not Dog,399.5
2022,PARD - Aquatic Maintenance,421.0
2022,Animal Protection - Vicious Dog Complaint,427.75
2022,Animal Protection - Animal Proper Care,458.07692307692309
2022,SBO - Utility Cut Repair,459.5
2022,SBO - Bridge Repair,483.0
2022,Animal Protection - Injured/Sick Animal,492.8235294117647
2022,CPIO - Community Voices,577.90909090909088
2023,ATD - Lane/Road Closure Notification,0.0
2023,Austin Code - Signs/Billboards,0.0
2023,Animal In Vehicle,0.0
2023,DSD - Construction Rest Break Complaint,0.0
2023,Fence/Wall Repair,0.0
2023,ACD - Coronavirus,0.0
2023,ZZ CRM - Configuration Test Francois,0.0
2023,ZZAFD - Fireworks Complaint,0.0
2023,DSD - Private Hauler License Violation,0.0
2023,APD - Non Emergency Noise/Alarm,0.0099915166368177953
2023,AFD - Fireworks Complaint,0.021739130434782615
2023,ARR - Dead Animal Collection,0.055139346718609532
2023,Animal Trapped in Storm Drain,0.06122448979591838
2023,Austin Code - Request Code Officer,0.062333575405470833
2023,311 CC - Other,0.0820304769443895
2023,AE - Key Accounts,0.10958904109589043
2023,DSD - Outdoor Commercial Venue Music Complaint,0.12253829321663022
2023,ATD - Parking Violation Enforcement,0.16032012391893641
2023,ARR - General,0.19470630891950691
2023,ARR - Spillage Trash/Fluids,0.24965706447187927
2023,ARR - Property Damage Report,0.25507246376811593
2023,Animal Protection - Animal In Vehicle,0.32407407407407413
2023,Pothole Repair,0.36760280842527587
2023,Injured / Sick Animal,0.64030490709861843
2023,ACD - Case Updates/Code Connect Messages,0.64539007092198575
2023,Animal Roadside Sales,0.66666666666666674
2023,APH - Community Connections Coronavirus,0.74999999999999989
2023,APD - Non Emergency Hands Free Violation,0.76923076923076916
2023,APH - Environmental Health Services - County,0.77586206896551713
2023,Curb/Gutter Repair,0.78947368421052633
2023,Animal Control - Assistance Request,0.79487179487179482
2023,ATD - Traffic Sign Emergency,0.8302139037433155
2023,ATD - Shared Micromobility,0.84089162182936228
2023,APH - Health Equity Line,0.857142857142857
2023,Loose Animal Not Dog,0.86503067484662577
2023,ATD - Dig Tess Request,0.95067264573991039
2023,Debris in Street,1.0328947368421053
2023,Roadway Spillage,1.0476190476190477
2023,Pavement Failure,1.0669144981412637
2023,ZZ - AFD - Fireworks Complaint,1.0704845814977972
2023,APH - Environmental Health Services - City,1.097849462365591
2023,Wildlife Exposure,1.1413043478260869
2023,Animal Protection - Animal Trapped in Storm Drain,1.1578947368421051
2023,Street Resurfacing,1.2068965517241379
2023,AFD - Wildfire Education,1.25
2023,ATD - Concerns in Right of Way,1.2801583605030276
2023,Sidewalk Repair,1.4317460317460318
2023,ARR - Recycling,1.6134825829086956
2023,Animal Protection - Injured/Sick Animal,1.6244459995334739
2023,DSD - Environmental Complaint,1.677339901477833
2023,311 CRIS - City Vehicle Report,1.7476635514018692
2023,DSD - Case Updates/Code Connect Messages,1.75
2023,AW - Water Conservation Violation,1.7637075718015667
2023,ATD - School Zone Sign Maintenance,1.8080808080808082
2023,Animal Protection - Animal Roadside Sales,1.8947368421052633
2023,DSD - Follow-Up,1.9607006512463512
2023,ACD - Private Hauler License Violation,2.0
2023,Corridor Program Office - Corridor Feedback,2.0327868852459012
2023,ATD - Parking Sign Maintenance,2.1194666666666668
2023,Alley & Unpaved Street Maintenance,2.3145161290322576
2023,ARR - Bulk,2.3369899078543219
2023,ATD - Parking Machine Issue,2.3875878220140514
2023,Coyote Complaints,2.4175824175824179
2023,DSD - Billboard Complaint,2.5
2023,Austin Code - Coronavirus,2.5
2023,SBO - Pothole Repair,2.5061099796334014
2023,Guardrail New/Repair,2.5272727272727273
2023,Animal - Proper Care,2.6359999999999997
2023,ATD - Construction Items in Right of Way,2.7171658986175116
2023,Animal Services - Contact Request,2.754032258064516
2023,Animal Protection - Loose Animal Not Dog,2.8568421052631581
2023,Pet Resource Center - Assistance Request,2.8677839851024203
2023,ARR - Street Sweeping,3.0765027322404368
2023,Pet Resource Center - Found Pet Report,3.168586387434555
2023,ATD - Traffic Sign Maintenance,3.1715963462374948
2023,ARR - Compost,3.4750853242320825
2023,SBO - Roadway Spillage,3.625
2023,Animal Protection - Wildlife Exposure,3.8715231788079469
2023,Tree Issue ROW,4.0102301790281336
2023,Loose Dog,4.0586709886547814
2023,ARR - Garbage,4.1000235017626316
2023,ZZ AFD - Fireworks Complaint,4.2260795935647755
2023,Animal Protection - Coyote Complaints,4.2397660818713447
2023,Mowing Medians,4.3478260869565215
2023,Animal Protection - Dog Restraint Issues,4.6083916083916083
2023,WPD - Standing Water,4.6310160427807485
2023,Animal Protection - Assistance Request,4.83691481197237
2023,AE Street Light Issue - Address,4.9122834895916112
2023,ATD - Special Event,5.1578947368421053
2023,HPD - Neighborhood Home Programs,5.3333333333333339
2023,SBO - Debris in Street,5.4060606060606053
2023,Animal Protection - Animal Proper Care,5.5809786354238451
2023,WPD - Lost Item in Storm Drainage System,5.6477987421383649
2023,PW - Street & Bridge General,5.8000000000000007
2023,ZZZ - Storm Drain Pipe Services,6.0
2023,Animal Bite,6.0360360360360366
2023,Dangerous/Vicious Dog Investigation,6.03921568627451
2023,ARR - Pet Search,6.1901408450704229
2023,HSEM - Heat Advisory,6.3636363636363633
2023,ACD - Construction Rest Break Complaint,6.4838709677419342
2023,Obstruction in ROW,6.6456211812627286
2023,Traffic Signal - Maintenance,6.6740155623673676
2023,Animal Protection - Found Animal Assistance,6.7864338482202822
2023,WPD - Flooding Current,6.8274647887323958
2023,AE Street Light Issue - No Address,7.0876404494382035
2023,Corridor Program - Corridor Feedback,7.1875000000000009
2023,Animal Protection - Loose Dog,7.280059622391521
2023,SBO - Pavement Failure,7.737078651685394
2023,SBO - Sidewalk Repair,7.830985915492958
2023,SBO - Alley & Unpaved Street Maintenance,7.8666666666666671
2023,ATD - Traffic Signal - Maintenance,7.96303317535545
2023,PW - School Zone - New/Review/Changes,8.0555555555555554
2023,ATD - School Zone Beacon - Maintenance,8.4543478260869573
2023,ERM - Harmful Algae,8.6666666666666661
2023,SBO - New Sidewalk/Curb Ramp/Route,8.90566037735849
2023,PARD - Commercial Use of Parkland,9.0847457627118651
2023,ATD - Traffic Signal - Modification,9.261904761904761
2023,ACD - Billboard Complaint,9.2625
2023,SBO - Utility Cut Repair,9.9591836734693864
2023,SBO - Guardrail New/Repair,9.9891304347826075
2023,Animal Protection - Dangerous Dog Complaint,10.019607843137253
2023,ATD - Traffic Signal Maintenance,10.624526873580619
2023,APD - Non Emergency Collision,10.894709216880118
2023,Bridge Repair,10.9
2023,AE - Electric Vehicle Station Issues,11.04469273743017
2023,SBO - Curb/Gutter Repair,11.274336283185839
2023,ATD - View Obstruction and Fencing at Intersection,11.353424657534246
2023,View Obstruction at Intersection,11.375
2023,AW - Water Theft Report,12.68
2023,SBO - Street and Bridge Miscellaneous,13.478142076502733
2023,ATD - Street Name Sign Maintenance,14.015845070422536
2023,Animal Protection - Animal Bite,14.066159695817491
2023,ATD - Booting Complaint,14.186851211072664
2023,ACD - Request Code Officer,14.732246879334257
2023,SBO - Street Resurfacing,15.61578947368421
2023,ZZ Corridor Program - Corridor Feedback,15.666666666666668
2023,ARR - Brush,17.255737704918033
2023,PWD - Mowing Medians,17.44086021505376
2023,APD - Vehicle Abatement Callback Request,18.013384321223711
2023,SBO - Obstruction in Right of Way,18.064056939501778
2023,Animal Protection - Vicious Dog Complaint,19.737662337662336
2023,ACD - Short Term Rental Complaint,20.135371179039304
2023,ATD - Speed Management,20.376842105263158
2023,ATD - Bicycle &amp; Pedestrian Issues,20.452173913043477
2023,CPIO - Community Engagement Project Feedback,20.941176470588236
2023,SBO - Bridge Repair,21.121951219512194
2023,WPD - Ditch/Driveway Pipe Services,21.210526315789476
2023,WPD - Erosion,21.97058823529412
2023,Storm Drain Pipe Services,22.0
2023,WPD - Flooding Past,22.639344262295083
2023,PWD - Tree Issue Right of Way,22.996497373029772
2023,ATD - Traffic Signal - New/Modification,23.4310618066561
2023,ARR - On Call Brush,23.481927710843379
2023,PW - School Issues - Crossing Guards,23.95945945945946
2023,ATD - Road Markings/Striping - New,24.323481116584563
2023,WPD - Storm Drain Services,24.583999999999996
2023,WPD - Lady Bird Lake Debris Issues,25.546391752577321
2023,ATD - Bicycle & Pedestrian Issues,25.780487804878049
2023,Park Maintenance - Building A/C & Heating Issues,28.363636363636363
2023,APD - Vehicle Abatement Report,28.530207580295357
2023,ATD - Pay-by-Phone App,29.063063063063058
2023,ARR - On Call Bulk,29.108446298227321
2023,Park Maintenance - Grounds Electrical Issues,29.305322128851536
2023,Park Maintenance - Building A/C &amp; Heating Issues,30.307692307692307
2023,Park Maintenance - Grounds,31.341216216216218
2023,ATD - Traffic Sign New,31.896671289875179
2023,ATD - Road Markings/Striping - Maintenance,34.068932038834944
2023,WPD - Watershed Grow Zone Issues,34.516129032258057
2023,ARR - Special Services,34.995714285714286
2023,Zz_ARR - Storm Debris Collection,35.104619565217405
2023,Park Maintenance - Building Plumbing Issues,35.776892430278878
2023,ZZ Mowing Medians,38.93333333333333
2023,PARD - Aquatic Inquiries/Issues,39.5
2023,Park Maintenance - Grounds Plumbing Issues,39.658135283363791
2023,ZZ - Tree Issue ROW,42.338235294117638
2023,WPD - Channels/Creek/Drainage Issues,43.0265710670603
2023,ATD - Traffic Signal - New,43.931818181818187
2023,Park Maintenance - Building Electrical Issues,44.133333333333326
2023,CPIO - Community Voices,45.071428571428569
2023,WPD - Drainage Pond Maintenance,45.15300546448087
2023,Park Maintenance - Building Issues,46.631578947368418
2023,PARD - Aquatic Maintenance,53.509652509652504
2023,TARA - Telecommunication Complaint,57.425641025641028
2023,DSD - Short Term Rental Complaint,62.13333333333334
2023,APH - Graffiti Abatement - Public Property,65.483610451306419
2023,Park Maintenance - Cemeteries,65.75
2023,DSD - Request Code Officer,72.237849779086886
2023,ARR - Storm Debris Collection,77.280412503751947
2023,ARR - Household Hazardous Waste,85.373493975903614
2023,PARD - Aquatic Program Inquiries,86.193548387096769
2024,311 CC - Other,0.0
2024,ATD - Lane/Road Closure Notification,0.0
2024,Animal Protection - Animal Roadside Sales,0.0
2024,APH - Health Equity Line,0.0
2024,ZZ CRM - Configuration Test Waheed,0.0
2024,AE - Key Accounts,0.0
2024,APD - Non Emergency Noise/Alarm,0.0010924981791697013
2024,ARR - Dead Animal Collection,0.054006968641114983
2024,ATD - Parking Violation Enforcement,0.06002638522427442
2024,SBO - Alley & Unpaved Street Maintenance,0.11111111111111112
2024,DSD - Outdoor Commercial Venue Music Complaint,0.12500000000000003
2024,DSD - Follow-Up,0.14849187935034802
2024,Animal Protection - Animal Trapped in Storm Drain,0.1818181818181818
2024,SBO - Pothole Repair,0.1951219512195122
2024,Animal Protection - Animal In Vehicle,0.2
2024,SBO - Street and Bridge Miscellaneous,0.21839080459770116
2024,ARR - Property Damage Report,0.23809523809523808
2024,Animal Protection - Injured/Sick Animal,0.26447876447876445
2024,SBO - Pavement Failure,0.28461538461538466
2024,SBO - Utility Cut Repair,0.2857142857142857
2024,SBO - Curb/Gutter Repair,0.35714285714285715
2024,WPD - Lost Item in Storm Drainage System,0.36956521739130438
2024,ATD - Dig Tess Request,0.39784946236559132
2024,ARR - General,0.41324921135646686
2024,Animal Protection - Loose Animal Not Dog,0.44
2024,ATD - Shared Micromobility,0.48028391167192425
2024,SBO - Debris in Street,0.50751879699248115
2024,SBO - Street Resurfacing,0.54545454545454541
2024,SBO - Sidewalk Repair,0.55652173913043479
2024,Animal Protection - Wildlife Exposure,0.59183673469387765
2024,SBO - Roadway Spillage,0.63636363636363635
2024,ATD - Construction Concerns in Right of Way,0.73049645390070927
2024,WPD - Flooding Current,0.75000000000000011
2024,ATD - Traffic Sign Emergency,0.782051282051282
2024,DSD - Environmental Complaint,0.79081632653061229
2024,Animal Protection - Coyote Complaints,0.82352941176470584
2024,SBO - Guardrail New/Repair,0.95000000000000018
2024,DSD - Case Updates/Code Connect Messages,1.0
2024,HPD - Neighborhood Home Programs,1.0
2024,PARD - Commercial Use of Parkland,1.0
2024,SBO - Bridge Repair,1.0
2024,Park Maintenance - Building Electrical Issues,1.0
2024,DSD - Construction Rest Break Complaint,1.0
2024,ARR - Spillage Trash/Fluids,1.0599999999999998
2024,APH - Environmental Health Services - City,1.1126760563380282
2024,WPD - Storm Drain Services,1.1382978723404256
2024,311 CRIS - City Vehicle Report,1.15
2024,ATD - Traffic Signal - New,1.1500000000000001
2024,APH - Environmental Health Services - County,1.1666666666666665
2024,ATD - Construction Items in Right of Way,1.1944444444444446
2024,APH - Community Connections Coronavirus,1.2
2024,SBO - Obstruction in Right of Way,1.2196531791907514
2024,ATD - Concerns in Right of Way,1.2283464566929132
2024,PARD - Aquatic Maintenance,1.25
2024,ATD - Parking Sign Maintenance,1.2709677419354839
2024,DSD - Billboard Complaint,1.3333333333333333
2024,APD - Vehicle Abatement Callback Request,1.3521126760563378
2024,PWD - Mowing Medians,1.3846153846153846
2024,Animal Services - Contact Request,1.4668192219679634
2024,ATD - Traffic Sign Maintenance,1.5812672176308538
2024,ATD - Parking Machine Issue,1.6133333333333333
2024,Animal Protection - Animal Proper Care,1.6491228070175439
2024,ARR - Street Sweeping,1.7168141592920354
2024,ATD - School Zone Sign Maintenance,1.75
2024,ARR - Recycling,1.7501639344262294
2024,Animal Protection - Dog Restraint Issues,1.7727272727272727
2024,AE Street Light Issue - No Address,1.7971014492753625
2024,AW - Water Conservation Violation,1.8350515463917527
2024,Animal Protection - Assistance Request,1.894915254237288
2024,ARR - Brush,1.9634146341463412
2024,ARR - Garbage,1.9660174057190221
2024,ATD - Traffic Signal - Maintenance,1.978221415607986
2024,Animal Protection - Loose Dog,2.0725720384204913
2024,AE Street Light Issue - Address,2.1619365609348922
2024,ARR - Bulk,2.17056856187291
2024,ARR - Compost,2.3675918979744943
2024,PW - School Issues - Crossing Guards,2.4
2024,Park Maintenance - Grounds Electrical Issues,2.5161290322580649
2024,PWD - Tree Issue Right of Way,2.592857142857143
2024,Animal Protection - Found Animal Assistance,2.5942028985507246
2024,APD - Non Emergency Collision,2.6996507566938304
2024,Pet Resource Center - Found Pet Report,2.7325581395348841
2024,Zz_ATD - Concerns in Right of Way,3.1428571428571432
2024,ATD - Traffic Signal - Modification,3.1692307692307695
2024,WPD - Watershed Grow Zone Issues,3.2
2024,Park Maintenance - Grounds,3.2203791469194312
2024,ARR - Pet Search,3.25
2024,WPD - Ditch/Driveway Pipe Services,3.2727272727272725
2024,HD - Neighborhood Home Programs,3.4000000000000004
2024,Pet Resource Center - Assistance Request,3.4301886792452834
2024,DSD - Request Code Officer,3.6028037383177574
2024,WPD - Drainage Pond Maintenance,3.72
2024,SBO - New Sidewalk/Curb Ramp/Route,4.1538461538461542
2024,ATD - Booting Complaint,4.4666666666666668
2024,ATD - Special Event,4.5
2024,DSD - Private Hauler License Violation,4.666666666666667
2024,AE - Electric Vehicle Station Issues,4.708333333333333
2024,WPD - Channels/Creek/Drainage Issues,4.8538011695906436
2024,WPD - Erosion,5.0
2024,Park Maintenance - Grounds Plumbing Issues,5.1111111111111107
2024,ATD - School Zone Beacon - Maintenance,5.1355932203389827
2024,WPD - Standing Water,5.4210526315789478
2024,ZZ AFD - Fireworks Complaint,5.6402439024390238
2024,Park Maintenance - Building Plumbing Issues,5.8125000000000009
2024,ATD - Street Name Sign Maintenance,5.9999999999999991
2024,AFD - Wildfire Education,6.0
2024,Park Maintenance - Building Issues,6.0
2024,WPD - Flooding Past,6.0000000000000009
2024,Animal Protection - Animal Bite,6.4166666666666661
2024,Zz_ATD - Construction Items in Right of Way,6.75
2024,CPIO - Community Voices,6.9090909090909083
2024,WPD - Lady Bird Lake Debris Issues,7.4285714285714288
2024,ATD - Speed Management,7.5882352941176476
2024,DSD - Short Term Rental Complaint,7.7636363636363637
2024,ATD - View Obstruction and Fencing at Intersection,8.0625
2024,ATD - Traffic Sign New,8.2142857142857153
2024,APH - Graffiti Abatement - Public Property,8.7346938775510221
2024,ARR - On Call Bulk,8.7346938775510221
2024,Animal Protection - Vicious Dog Complaint,8.97142857142857
2024,ATD - Road Markings/Striping - Maintenance,9.2105263157894743
2024,ATD - Road Markings/Striping - New,9.2499999999999982
2024,APD - Vehicle Abatement Report,9.761904761904761
2024,ATD - Pay-by-Phone App,10.090909090909092
2024,ARR - On Call Brush,12.142857142857142
2024,ATD - Bicycle &amp; Pedestrian Issues,13.22222222222222
2024,TARA - Telecommunication Complaint,18.0
2024,Park Maintenance - Building A/C &amp; Heating Issues,30.0
